keyword,search_volume,cpc,keyword_difficulty,cluster_id,cluster_name,is_pivot,opportunity_score
pompe de surface eau,260.0,,,127.0,eaux usées pompe de relevage,False,0
pompe a l'huile dessert,90.0,,,,Bruit,False,0
récupérateur d eau,1300.0,,,82.0,recupérateur eau,False,0
produit nettoyage cuve fioul,90.0,,,42.0,produit nettoyage cuve fioul,False,0
recuperateur eau de pluie filtre,260.0,,,90.0,recuperateur eau de pluie filtre,False,0
réglementation citerne gaz enterrée,70.0,,,,Bruit,False,0
bouchon pour reservoir essence,210.0,,,,Bruit,False,0
accélérateur chaudière fioul,70.0,,,,Bruit,False,0
surpresseur cuve,170.0,,,,Bruit,False,0
récupérateur eau 1000l,70.0,,,29.0,cuve à eau 5000 l,False,0
réservoir d'eau 1000 litres,140.0,,,29.0,cuve à eau 5000 l,False,0
reservoir d eau,2400.0,,,101.0,reservoir d eau,False,0
enlevement cuve fioul,480.0,,,69.0,cuve a fioul,False,0
raccord plomberie rapide,210.0,,,36.0,taille raccord plomberie,False,0
robinet de cuve,70.0,,,,Bruit,False,0
surpresseur eau potable maison,210.0,,,,Bruit,False,0
raccord pvc union,110.0,,,,Bruit,False,0
livraison fioul 300 litres,90.0,,,,Bruit,False,0
pompe crepine,720.0,,,125.0,pompes immergées pour puits,False,0
arroseur enrouleur,390.0,,,,Bruit,False,0
degazage cuve fuel,480.0,,,,Bruit,False,0
pompe de relevage machine à laver,590.0,,,72.0,pompe pour machine a laver,False,0
station gnc total,90.0,,,,Bruit,False,0
surpresseur d eau,590.0,,,109.0,conduites d eau,False,0
cuve enterrée 5000 litres avec pompe,90.0,,,29.0,cuve à eau 5000 l,False,0
cuve récupération eau de pluie enterrée,390.0,,,123.0,cuve recuperation eau de pluie enterré,False,0
gnr carburant,210.0,,,80.0,carburant tva,False,0
pompe electrique pour fuel,170.0,,,94.0,pompe electrique pour gasoil,False,0
pompes aspirantes et refoulantes,70.0,,,,Bruit,False,0
cuve 10000l beton,170.0,,,,Bruit,False,0
pompe a eaux,390.0,,,127.0,eaux usées pompe de relevage,False,0
pompe d aspiration d eau,110.0,,,,Bruit,False,0
cuve pour eau pluviale,140.0,,,,Bruit,False,0
fonctionnement relais electrique,70.0,,,17.0,fonctionnement relais electrique,False,0
renault v 73,90.0,,,4.0,renault 1181-4,False,0
pompe de relevage pour lavabo,50.0,,,37.0,pompe de relevage pour lavabo,False,0
crepine pompe,590.0,,,125.0,pompes immergées pour puits,False,0
vide cave flotteur integre,50.0,,,,Bruit,False,0
flotteur pour pompe de relevage,170.0,,,,Bruit,False,0
gazole rouge,110.0,,,,Bruit,False,0
e 30m3,1000.0,,,,Bruit,False,0
cuve gasoil,320.0,,,,Bruit,False,0
remplacer adblue par eau déminéralisée,140.0,,,,Bruit,False,0
cuve pour recuperer eau de pluie,1000.0,,,121.0,cuve recuperation eau de pluie,False,0
renault 851 4s,140.0,,,4.0,renault 1181-4,False,0
75 pvc,140.0,,,7.0,75 pvc,True,0
rehausse cuve enterrée,70.0,,,70.0,rehausse cuve enterrée,False,0
groupe de surpression,140.0,,,,Bruit,False,0
cuve pour recuperation eau de pluie,1600.0,,,121.0,cuve recuperation eau de pluie,False,0
pompe serpillière,260.0,,,125.0,pompes immergées pour puits,False,0
pompe immergée 380v,70.0,,,,Bruit,False,0
jerrican 10l alimentaire,260.0,,,26.0,jerrican 10l alimentaire,False,0
pompes de relevage,1000.0,,,125.0,pompes immergées pour puits,False,0
clapet pvc anti retour,1300.0,,,,Bruit,False,0
pompe pour vider un bassin,70.0,,,,Bruit,False,0
pompe pour vider bassin,70.0,,,,Bruit,False,0
pompe à eau pour arrosage,70.0,,,,Bruit,False,0
recuperateur d'eau 500l brico depot,70.0,,,29.0,cuve à eau 5000 l,False,0
pompe de transfert de carburant,320.0,,,93.0,pompe de transfert de carburant,False,0
pompe pour transfert de carburant,260.0,,,93.0,pompe de transfert de carburant,False,0
pompage electrique,1000.0,,,97.0,pompage electrique,True,0
adblue urée,110.0,,,40.0,adblue urée,False,0
relais magnéto thermique,90.0,,,21.0,relais magnéto thermique,False,0
pompe à eau pour puit,480.0,,,,Bruit,False,0
pompe à eau 12v immergée,50.0,,,,Bruit,False,0
ou trouver de l'adblue,480.0,,,40.0,adblue urée,False,0
puit profondeur,70.0,,,,Bruit,False,0
tricoise pompier,720.0,,,41.0,diametre tuyau pompier,False,0
qualite adblue,70.0,,,,Bruit,False,0
brancher prise male,320.0,,,,Bruit,False,0
coude 45 pvc 40,140.0,,,7.0,75 pvc,False,0
prix au litre adblue,210.0,,,62.0,prix du litre adblue,False,0
prix changement circulateur chaudière,110.0,,,59.0,prix changement circulateur chaudière,False,0
raccord en laiton plomberie,210.0,,,36.0,taille raccord plomberie,False,0
cuves 500 litres,210.0,,,29.0,cuve à eau 5000 l,False,0
boitier pour disjoncteur,210.0,,,,Bruit,False,0
jerrican pour eau,1300.0,,,,Bruit,False,0
surpresseur pour arrosage automatique,90.0,,,,Bruit,False,0
joint robinet extérieur,110.0,,,,Bruit,False,0
quelle pression d eau dans une maison,90.0,,,76.0,quelle pression d eau dans une maison,False,0
pompe pour arrosage,1000.0,,,115.0,pompe immergée arrosage,False,0
tuyau de pompe de relevage,320.0,,,125.0,pompes immergées pour puits,False,0
cacher recuperateur d'eau,50.0,,,82.0,recupérateur eau,False,0
pompe eau thermique,590.0,,,66.0,pompe à eau thermique,True,0
norme adblue,70.0,,,40.0,adblue urée,False,0
réservoir d'eau de pluie,1300.0,,,,Bruit,False,0
surpresseur eau domestique,210.0,,,,Bruit,False,0
installer un surpresseur,110.0,,,,Bruit,False,0
pompe de relevage vinaigre blanc,70.0,,,,Bruit,False,0
cuve à eau potable,140.0,,,,Bruit,False,0
pompe pour puit avec surpresseur,70.0,,,,Bruit,False,0
pompe puit avec surpresseur,70.0,,,,Bruit,False,0
colier de serrage,480.0,,,,Bruit,False,0
station gnv,1300.0,,,,Bruit,False,0
pompe imergee,70.0,,,,Bruit,False,0
raccords eau,480.0,,,,Bruit,False,0
burette huile,1300.0,,,,Bruit,False,0
cuves a eau,390.0,,,,Bruit,False,0
pompe horizontale multicellulaire,70.0,,,,Bruit,False,0
motopompe,1600.0,,,,Bruit,False,0
pompe eau,1900.0,,,127.0,eaux usées pompe de relevage,True,0
tuillo d'eau,260.0,,,,Bruit,False,0
récupération eaux pluie,90.0,,,119.0,recupérateur eau de pluie,False,0
cuve a fioul ancienne,90.0,,,,Bruit,False,0
pompe à proximité,170.0,,,,Bruit,False,0
pressostat pour pompe eau,390.0,,,,Bruit,False,0
surpresseur d'eau domestique prix,90.0,,,,Bruit,False,0
reservoir pour eau potable,260.0,,,101.0,reservoir d eau,False,0
récupération eaux pluies,90.0,,,119.0,recupérateur eau de pluie,False,0
prix ad blue,480.0,,,13.0,prix ad blue,True,0
récupérateur eau de pluie enterrée,320.0,,,108.0,récupérateur eau de pluie enterrée,False,0
probleme flotteur pompe de relevage,90.0,,,,Bruit,False,0
pompe d extraction d eau,70.0,,,,Bruit,False,0
un raccord,170.0,,,,Bruit,False,0
tracteur renault n72 prix,90.0,,,,Bruit,False,0
coude 90 pvc 40,110.0,,,7.0,75 pvc,False,0
pompe a main gasoil,110.0,,,,Bruit,False,0
cuve a eau 3000l,140.0,,,29.0,cuve à eau 5000 l,False,0
crepine d'aspiration,70.0,,,,Bruit,False,0
cuve 2500 litres,50.0,,,29.0,cuve à eau 5000 l,False,0
cuve 10000 litres pas cher,90.0,,,29.0,cuve à eau 5000 l,False,0
jerrican 30 l,170.0,,,,Bruit,False,0
pompe surpresseur,1900.0,,,126.0,surpresseur pompe,False,0
pompe eaux sales,50.0,,,,Bruit,False,0
pompes pour puits,590.0,,,125.0,pompes immergées pour puits,False,0
pompe vide cave flotteur intégré leroy merlin,50.0,,,,Bruit,False,0
cuve pour eau de pluie enterrée,480.0,,,124.0,cuve pour eau de pluie enterrée,False,0
récupérateur d eau de pluie,720.0,,,119.0,recupérateur eau de pluie,False,0
crepine aspiration,720.0,,,,Bruit,False,0
pompe de relevage climatisation se déclenche tout le temps,170.0,,,,Bruit,False,0
taxe eau de pluie,70.0,,,,Bruit,False,0
pression reseau d eau,140.0,,,77.0,pression reseau d eau,False,0
recuperateur eau de pluie 1000 l,1600.0,,,29.0,cuve à eau 5000 l,False,0
récupérateur eau de pluie enterré,320.0,,,108.0,récupérateur eau de pluie enterrée,True,0
pompe électrique pour carburant,320.0,,,94.0,pompe electrique pour gasoil,False,0
seringue à huile professionnel,70.0,,,,Bruit,False,0
jerricane eau 10l,90.0,,,,Bruit,False,0
cuve fioul,1000.0,,,69.0,cuve a fioul,False,0
pompe de transfert gasoil 12v,70.0,,,87.0,pompe 12v carburant,False,0
vanne à boisseau sphérique,720.0,,,,Bruit,False,0
a quoi sert un relai electrique,110.0,,,17.0,fonctionnement relais electrique,False,0
pompe a essence manuel,70.0,,,,Bruit,False,0
cuve enterree,320.0,,,70.0,rehausse cuve enterrée,False,0
pompe immergée triphasé 380v,70.0,,,,Bruit,False,0
prix adblue station,390.0,,,,Bruit,False,0
fut adblue,70.0,,,40.0,adblue urée,True,0
cuve béton 5000 litres,90.0,,,29.0,cuve à eau 5000 l,False,0
pompe de relevage pour assainissement,260.0,,,,Bruit,False,0
joint de bride,260.0,,,,Bruit,False,0
cartouche graisse marine,50.0,,,,Bruit,False,0
grignoteuse cuve fioul,110.0,,,,Bruit,False,0
pompe submersible eau chargée,70.0,,,,Bruit,False,0
calcul hmt,70.0,,,,Bruit,False,0
pompe puit surpresseur,260.0,,,,Bruit,False,0
réglementation citerne gaz aérienne,90.0,,,,Bruit,False,0
dégazage cuve fuel,210.0,,,81.0,dégazage cuve fuel,False,0
utilisation de l eau de pluie,50.0,,,111.0,utilisation eau de pluie,False,0
pompe de puits,1000.0,,,125.0,pompes immergées pour puits,False,0
pompe diaphragme,170.0,,,,Bruit,False,0
récupérateur d'eau de pluie 1000l,90.0,,,29.0,cuve à eau 5000 l,False,0
part de marché tracteur 2024,390.0,,,0.0,classement vente tracteur 2024,False,0
cuves recuperateur d'eau,170.0,,,104.0,cuves recuperateur d'eau,False,0
durée de vie vessie surpresseur,140.0,,,,Bruit,False,0
voyant adblue,2400.0,,,40.0,adblue urée,False,0
reservoir 1000 litre,90.0,,,,Bruit,False,0
composition adblue,1900.0,,,,Bruit,False,0
ballon surpresseur 300 l,90.0,,,0.0,classement vente tracteur 2024,False,0
débit robinet,90.0,,,,Bruit,False,0
pompe arrosage,1300.0,,,115.0,pompe immergée arrosage,True,0
dérouleur automatique,110.0,,,,Bruit,False,0
adblue corrosif,50.0,,,,Bruit,False,0
pompe auto amorcante,320.0,,,,Bruit,False,0
pompes de relevage eaux usées,480.0,,,127.0,eaux usées pompe de relevage,False,0
disjoncteur magneto thermique,140.0,,,21.0,relais magnéto thermique,False,0
disjoncteur magnéto thermique role,50.0,,,21.0,relais magnéto thermique,False,0
pompe de transfert gasoil,260.0,,,93.0,pompe de transfert de carburant,True,0
vide piscine,590.0,,,38.0,pompe vide piscine,True,0
pompe à puits manuelle,170.0,,,118.0,puit pompe manuelle,False,0
difference adblue 22241 et 22241-1,140.0,,,,Bruit,False,0
pompe cuve 1000l,480.0,,,,Bruit,False,0
pompes à eau,590.0,,,127.0,eaux usées pompe de relevage,False,0
pompe vide cave eau chargée,720.0,,,,Bruit,False,0
pompe petrole electrique,480.0,,,92.0,pompe petrole electrique,False,0
renault 851-4s,110.0,,,4.0,renault 1181-4,False,0
relais de protection thermique,70.0,,,39.0,relai thermique,False,0
pompe pour evacuer l eau,390.0,,,112.0,pompe pour evacuer l eau,False,0
ballon pour surpresseur,390.0,,,18.0,ballon pour surpresseur,False,0
robinet de jardin sur pied,110.0,,,34.0,robinets jardin,False,0
recuperateur eau de pluie gamme vert,110.0,,,,Bruit,False,0
pompes centrifuges,1000.0,,,,Bruit,False,0
cuves 1000 litres,1000.0,,,29.0,cuve à eau 5000 l,False,0
cuve à eau de pluie à enterrer,480.0,,,124.0,cuve pour eau de pluie enterrée,False,0
adblue / station,260.0,,,56.0,station adblue,False,0
cuve fioul 1000l,390.0,,,,Bruit,False,0
d 30 renault,90.0,,,8.0,tracteur renault d22 fiche technique,False,0
relier 2 cuves de 1000l,50.0,,,,Bruit,False,0
pompe submersible,880.0,,,,Bruit,False,0
citerne eau,720.0,,,109.0,conduites d eau,True,0
pompes arrosage,140.0,,,,Bruit,False,0
bidon recuperation eau de pluie,50.0,,,,Bruit,False,0
vessie surpresseur,320.0,,,,Bruit,False,0
déductibilité tva essence,110.0,,,,Bruit,False,0
coude 32,50.0,,,7.0,75 pvc,False,0
calcul volume eau,110.0,,,,Bruit,False,0
cuve a eau,2900.0,,,,Bruit,False,0
installation pompes immergées,110.0,,,86.0,installation pompes immergées,False,0
compresseur demarre puis s'arrete,50.0,,,,Bruit,False,0
cuve surpresseur 50l,110.0,,,,Bruit,False,0
comment vider une piscine,720.0,,,38.0,pompe vide piscine,False,0
fusible 30 amperes,170.0,,,,Bruit,False,0
moteur pompe,720.0,,,71.0,moteur pompe,True,0
pompe agricole,110.0,,,,Bruit,False,0
récupérateurs d'eau recuperateur eau de pluie,90.0,,,,Bruit,False,0
pompe a eau pour puit,320.0,,,,Bruit,False,0
pompes immergees,390.0,,,125.0,pompes immergées pour puits,False,0
tva sur le gasoil,260.0,,,,Bruit,False,0
cuve récupération eau de pluie à enterrer,390.0,,,123.0,cuve recuperation eau de pluie enterré,False,0
pompe immergee forage,70.0,,,,Bruit,False,0
station fuel,2400.0,,,,Bruit,False,0
pompe a eau demarre et s'arrete,210.0,,,,Bruit,False,0
raccorder pvc,110.0,,,35.0,raccorder pvc,False,0
